author_id,scopus_id,h_index,document_count,current_affiliation,current_affiliation_country,affiliation_history,updated_at
https://openalex.org/A5108140524,46462263700,24,69,,,,2026-05-04T20:21:29+00:00
https://openalex.org/A5034493801,36072005200,69,1852,,,,2026-05-04T20:21:33+00:00
https://openalex.org/A5103099187,57216954444,16,19,,,,2026-05-04T20:21:36+00:00
https://openalex.org/A5052486565,55816599000,22,81,,,,2026-05-04T20:21:37+00:00
https://openalex.org/A5101501589,57190336186,18,74,,,,2026-05-04T20:21:40+00:00
https://openalex.org/A5038721236,36072770000,99,1933,,,,2026-05-04T20:21:47+00:00
https://openalex.org/A5005449631,34972684400,2,2,,,,2026-05-04T20:21:50+00:00
https://openalex.org/A5087179499,36072005200,69,1852,,,,2026-05-04T20:21:54+00:00
https://openalex.org/A5101893185,57143316000,24,61,,,,2026-05-04T20:21:56+00:00
https://openalex.org/A5012727269,57207106820,14,33,,,,2026-05-04T20:21:57+00:00
https://openalex.org/A5112352277,35771901500,24,67,,,,2026-05-04T20:21:59+00:00
https://openalex.org/A5102300594,57201075931,5,7,,,,2026-05-04T20:22:01+00:00
https://openalex.org/A5112352278,15133269000,22,44,,,,2026-05-04T20:22:02+00:00
https://openalex.org/A5110549409,56595405200,41,325,,,,2026-05-04T20:22:03+00:00
https://openalex.org/A5052113197,55925956200,54,289,,,,2026-05-04T20:22:06+00:00
https://openalex.org/A5108581290,35327127100,52,335,,,,2026-05-04T20:22:21+00:00
https://openalex.org/A5100609217,57454093000,1,1,,,,2026-05-04T20:22:23+00:00
https://openalex.org/A5087120041,57002407800,14,32,,,,2026-05-04T20:22:28+00:00
https://openalex.org/A5063403828,53864790100,30,109,,,,2026-05-04T20:22:30+00:00
https://openalex.org/A5110593593,8202475900,60,389,,,,2026-05-04T20:22:31+00:00
https://openalex.org/A5112671130,56144851300,28,92,,,,2026-05-04T20:22:32+00:00
https://openalex.org/A5112410565,23480921800,47,197,,,,2026-05-04T20:22:33+00:00
https://openalex.org/A5101090043,35242576200,75,795,,,,2026-05-04T20:22:35+00:00
https://openalex.org/A5085151496,57190164555,12,22,,,,2026-05-04T20:22:37+00:00
https://openalex.org/A5023049531,57208556058,3,3,,,,2026-05-04T20:22:38+00:00
https://openalex.org/A5050725783,55713988200,30,348,,,,2026-05-04T20:22:40+00:00
https://openalex.org/A5010169049,7201471969,13,62,,,,2026-05-04T20:22:42+00:00
https://openalex.org/A5100356588,36342152400,17,88,,,,2026-05-04T20:22:43+00:00
https://openalex.org/A5083976719,35313075400,53,139,,,,2026-05-04T20:22:46+00:00
https://openalex.org/A5025916000,57203416510,2,2,,,,2026-05-04T20:22:48+00:00
